,Year,#,Team,Pts,Opp.Pts,Margin,Pace,Off. Eff,Def. Eff,Net Rtg.,EFg%,Opp. EFg%,Ts%,Opp. Ts%,Reb. %,Eff.,Opp. Eff.,Win,Loss
137,2015,18,Minnesota Timberwolves,97.76,106.55,-8.79,94.32,102.99,112.52,-9.52,0.46799999999999997,0.537,0.517,0.569,48.45,105.61,124.48,16.0,66.0
138,2015,19,New Orleans Pelicans,99.35,98.56,0.79,89.91,109.95,109.0,0.95,0.501,0.496,0.537,0.5329999999999999,51.13,114.83,111.26,45.0,37.0
139,2015,20,New York Knicks,90.83,99.85,-9.03,90.88,99.07,108.87,-9.8,0.47,0.512,0.508,0.5539999999999999,48.24,99.02,114.37,17.0,65.0
140,2015,21,Oklahoma City Thunder,103.95,101.77,2.18,94.5,109.17,107.07,2.1,0.49200000000000005,0.489,0.532,0.529,52.66,116.72,112.06,45.0,37.0
141,2015,22,Orlando Magic,95.7,101.42,-5.72,92.23,103.36,109.57,-6.21,0.494,0.514,0.525,0.551,49.03,105.05,117.82,25.0,57.0
142,2015,23,Philadelphia 76ers,91.78,100.6,-8.82,95.56,95.73,105.04,-9.32,0.45899999999999996,0.49700000000000005,0.494,0.539,48.13,97.2,117.89,18.0,64.0
143,2015,24,Phoenix Suns,102.4,103.31,-0.9,96.12,105.46,106.58,-1.12,0.501,0.49700000000000005,0.537,0.539,48.78,112.24,114.28,39.0,43.0
144,2015,25,Portland Trailblazers,102.79,98.56,4.23,93.72,108.72,104.19,4.53,0.508,0.47600000000000003,0.544,0.513,50.7,117.16,109.73,51.0,31.0
145,2015,26,Sacramento Kings,101.34,105.05,-3.71,92.71,108.34,112.12,-3.77,0.49,0.507,0.542,0.5429999999999999,51.75,109.95,119.06,29.0,53.0
146,2015,27,San Antonio Spurs,103.18,96.99,6.2,93.47,108.87,102.58,6.29,0.517,0.484,0.555,0.521,50.88,121.99,106.65,55.0,27.0
147,2015,28,Toronto Raptors,103.99,100.92,3.07,90.13,114.36,110.94,3.43,0.508,0.506,0.5529999999999999,0.542,49.46,115.33,113.34,49.0,33.0
148,2015,29,Utah Jazz,94.78,94.72,0.06,90.06,105.43,105.24,0.18,0.494,0.49200000000000005,0.531,0.529,52.8,107.49,103.68,38.0,44.0
149,2015,30,Washington Wizards,98.54,97.82,0.72,93.09,104.39,103.64,0.75,0.499,0.48100000000000004,0.534,0.521,51.72,114.73,104.92,46.0,36.0
150,2014,1,Atlanta Hawks,101.0,101.48,-0.48,94.22,106.38,106.71,-0.32,0.515,0.51,0.5539999999999999,0.545,47.87,114.65,115.77,38.0,44.0
151,2014,2,Brooklyn Nets,98.52,99.52,-1.0,91.12,107.04,107.86,-0.83,0.514,0.509,0.556,0.551,47.09,107.79,110.88,44.0,38.0
152,2014,3,Boston Celtics,96.24,100.71,-4.46,93.24,102.96,108.0,-5.04,0.47700000000000004,0.505,0.517,0.547,50.13,104.63,113.98,25.0,57.0
153,2014,4,Charlotte Bobcats,96.85,97.07,-0.22,91.65,104.49,104.56,-0.07,0.48100000000000004,0.491,0.522,0.526,49.64,108.61,108.5,43.0,39.0
154,2014,5,Chicago Bulls,93.66,91.81,1.85,89.53,103.3,101.03,2.26,0.47100000000000003,0.47100000000000003,0.518,0.509,51.68,108.22,101.18,48.0,34.0
155,2014,6,Cleveland Cavaliers,98.22,101.51,-3.29,92.54,104.8,108.29,-3.49,0.479,0.508,0.518,0.545,50.91,107.39,117.26,33.0,49.0
156,2014,7,Dallas Mavericks,104.84,102.44,2.4,93.75,110.99,108.47,2.52,0.526,0.515,0.564,0.556,48.85,120.73,113.63,49.0,33.0
157,2014,8,Denver Nuggets,104.38,106.52,-2.15,97.77,106.35,108.6,-2.25,0.49700000000000005,0.5,0.536,0.5429999999999999,50.89,115.26,119.78,36.0,46.0
158,2014,9,Detroit Pistons,101.05,104.71,-3.66,94.37,106.53,110.42,-3.89,0.48200000000000004,0.52,0.515,0.5589999999999999,51.35,110.02,120.84,29.0,53.0
159,2014,10,Golden State Warriors,104.26,99.45,4.81,96.09,107.68,102.82,4.86,0.517,0.47700000000000004,0.55,0.522,51.14,119.55,107.52,51.0,31.0
160,2014,11,Houston Rockets,107.67,103.11,4.56,96.23,111.04,106.54,4.5,0.531,0.489,0.5710000000000001,0.527,52.11,120.71,113.29,54.0,28.0
161,2014,12,Indiana Pacers,96.74,92.34,4.4,91.73,104.93,99.96,4.97,0.49,0.46,0.535,0.501,52.04,109.93,97.44,56.0,26.0
162,2014,13,Los Angeles Clippers,107.93,100.95,6.98,95.33,112.78,105.36,7.42,0.526,0.484,0.5670000000000001,0.527,49.58,124.44,110.13,57.0,25.0
163,2014,14,Los Angeles Lakers,102.95,109.24,-6.29,98.51,104.38,110.98,-6.6,0.505,0.513,0.542,0.546,45.58,114.28,130.67,27.0,55.0
164,2014,15,Memphis Grizzlies,96.15,94.57,1.57,89.34,106.95,105.05,1.89,0.495,0.49700000000000005,0.529,0.535,51.97,110.56,103.79,50.0,32.0
165,2014,16,Miami Heat,102.2,97.44,4.76,90.75,111.48,106.08,5.4,0.5539999999999999,0.511,0.59,0.5489999999999999,47.76,117.09,106.35,54.0,28.0
166,2014,17,Milwaukee Bucks,95.48,103.66,-8.18,91.8,102.96,112.05,-9.09,0.479,0.52,0.519,0.5589999999999999,48.57,103.42,119.55,15.0,67.0
167,2014,18,Minnesota Timberwolves,106.93,104.26,2.67,96.99,109.27,106.36,2.92,0.486,0.518,0.535,0.55,50.31,119.65,118.44,40.0,42.0
168,2014,19,New Orleans Pelicans,99.72,102.43,-2.71,91.83,107.64,110.34,-2.7,0.495,0.515,0.537,0.5579999999999999,50.0,113.89,116.44,34.0,48.0
169,2014,20,New York Knicks,98.59,99.38,-0.79,90.13,108.42,109.35,-0.93,0.505,0.514,0.541,0.5579999999999999,48.99,108.56,108.73,37.0,45.0
170,2014,21,Oklahoma City Thunder,106.16,99.82,6.34,95.39,110.58,103.99,6.59,0.52,0.488,0.5660000000000001,0.528,52.22,123.68,105.84,59.0,23.0
171,2014,22,Orlando Magic,96.51,101.95,-5.44,93.14,102.2,107.97,-5.77,0.48700000000000004,0.504,0.525,0.544,48.89,106.51,116.63,23.0,59.0
172,2014,23,Philadelphia 76ers,99.45,109.9,-10.45,98.61,99.96,110.69,-10.72,0.475,0.524,0.51,0.565,47.67,104.88,130.71,19.0,63.0
173,2014,24,Phoenix Suns,105.23,102.6,2.63,95.59,109.67,107.01,2.66,0.519,0.496,0.5579999999999999,0.541,50.12,114.76,111.13,48.0,34.0
174,2014,25,Portland Trailblazers,106.74,102.76,3.99,94.77,111.65,107.75,3.9,0.504,0.488,0.5479999999999999,0.526,51.64,121.09,113.16,54.0,28.0
175,2014,26,Sacramento Kings,100.5,103.4,-2.9,93.92,106.2,109.28,-3.08,0.484,0.512,0.532,0.552,51.89,108.01,117.15,28.0,54.0
176,2014,27,San Antonio Spurs,105.35,97.63,7.72,94.68,110.86,102.81,8.04,0.537,0.48200000000000004,0.5710000000000001,0.519,50.61,125.01,106.93,62.0,20.0
177,2014,28,Toronto Raptors,101.28,98.04,3.24,91.38,109.31,105.78,3.53,0.498,0.493,0.545,0.537,50.93,111.92,106.9,48.0,34.0
178,2014,29,Utah Jazz,95.01,102.18,-7.17,91.0,103.88,111.62,-7.74,0.484,0.518,0.523,0.5589999999999999,49.24,103.28,118.66,25.0,57.0
179,2014,30,Washington Wizards,100.66,99.39,1.27,93.02,106.19,104.97,1.22,0.506,0.504,0.5379999999999999,0.545,49.99,113.5,110.71,44.0,38.0
180,2013,1,Atlanta Hawks,97.95,97.55,0.4,92.27,105.23,104.71,0.52,0.517,0.496,0.546,0.531,48.3,112.6,111.24,44.0,38.0
181,2013,2,Brooklyn Nets,96.88,95.1,1.78,88.7,108.26,106.31,1.95,0.498,0.503,0.536,0.534,52.18,107.82,106.57,49.0,33.0
182,2013,3,Boston Celtics,96.52,96.74,-0.22,91.44,103.43,103.86,-0.43,0.503,0.48200000000000004,0.5429999999999999,0.523,47.46,110.07,107.95,41.0,40.0
183,2013,4,Charlotte Bobcats,93.43,102.66,-9.23,91.14,101.86,111.79,-9.93,0.46,0.524,0.507,0.5579999999999999,47.76,100.12,123.12,21.0,61.0
184,2013,5,Chicago Bulls,93.18,92.87,0.32,89.16,103.72,103.42,0.3,0.47,0.47700000000000004,0.512,0.517,51.23,107.13,102.44,45.0,37.0
185,2013,6,Cleveland Cavaliers,96.5,101.18,-4.68,92.19,104.41,109.73,-5.33,0.473,0.523,0.514,0.561,49.35,103.62,118.94,24.0,58.0
186,2013,7,Dallas Mavericks,101.13,101.73,-0.6,93.83,106.17,106.77,-0.6,0.506,0.49200000000000005,0.544,0.534,47.91,116.77,115.09,41.0,41.0
187,2013,8,Denver Nuggets,106.15,101.06,5.09,94.63,110.91,105.43,5.48,0.515,0.493,0.5489999999999999,0.528,51.98,124.42,112.16,57.0,25.0
188,2013,9,Detroit Pistons,94.85,98.84,-3.99,90.52,104.12,108.34,-4.22,0.48700000000000004,0.505,0.521,0.5429999999999999,50.21,104.05,114.92,29.0,53.0
189,2013,10,Golden State Warriors,101.17,100.28,0.89,94.26,106.66,105.59,1.07,0.506,0.486,0.545,0.526,51.27,115.29,113.02,47.0,35.0
190,2013,11,Houston Rockets,105.95,102.48,3.48,95.84,109.99,106.45,3.54,0.525,0.502,0.564,0.54,51.05,118.52,115.63,45.0,37.0
191,2013,12,Indiana Pacers,94.74,90.72,4.03,89.63,104.89,100.18,4.72,0.479,0.45299999999999996,0.521,0.495,52.88,108.42,98.2,49.0,32.0
192,2013,13,Los Angeles Clippers,101.09,94.63,6.45,90.56,111.34,104.29,7.05,0.526,0.49200000000000005,0.557,0.535,51.56,119.26,102.48,56.0,26.0
193,2013,14,Los Angeles Lakers,102.21,101.05,1.16,93.86,108.48,107.25,1.23,0.512,0.496,0.5479999999999999,0.526,51.23,114.31,114.94,45.0,37.0
194,2013,15,Memphis Grizzlies,93.4,89.26,4.15,88.44,104.95,100.34,4.6,0.47200000000000003,0.475,0.514,0.516,52.24,107.63,97.04,56.0,26.0
195,2013,16,Miami Heat,102.88,95.01,7.87,90.01,113.14,104.48,8.67,0.552,0.48700000000000004,0.588,0.527,49.04,120.62,101.48,66.0,16.0
196,2013,17,Milwaukee Bucks,98.88,100.38,-1.5,94.63,103.7,105.54,-1.84,0.47600000000000003,0.49200000000000005,0.51,0.531,48.84,112.06,115.0,38.0,44.0
197,2013,18,Minnesota Timberwolves,95.74,98.11,-2.37,92.63,103.1,105.51,-2.41,0.473,0.511,0.517,0.545,49.94,107.01,112.95,31.0,51.0
198,2013,19,New Orleans Hornets,94.07,97.94,-3.87,88.25,106.06,110.42,-4.36,0.489,0.52,0.528,0.557,51.42,105.92,115.1,27.0,55.0
199,2013,20,New York Knicks,99.95,95.72,4.23,89.59,111.28,106.6,4.68,0.515,0.508,0.55,0.5479999999999999,49.34,109.88,105.0,54.0,28.0
200,2013,21,Oklahoma City Thunder,105.72,96.51,9.21,93.59,112.1,102.37,9.74,0.527,0.469,0.58,0.51,51.75,126.2,101.89,60.0,22.0
201,2013,22,Orlando Magic,94.12,101.11,-6.99,91.81,102.0,109.6,-7.6,0.485,0.508,0.514,0.5429999999999999,49.97,105.93,117.42,20.0,62.0
202,2013,23,Philadelphia 76ers,93.17,96.51,-3.34,90.69,102.34,106.0,-3.66,0.48100000000000004,0.495,0.509,0.534,48.44,105.49,112.2,34.0,48.0
203,2013,24,Phoenix Suns,95.18,101.65,-6.46,93.25,101.43,108.18,-6.75,0.47700000000000004,0.512,0.512,0.5489999999999999,48.97,105.73,117.27,25.0,57.0
204,2013,25,Portland Trailblazers,97.5,100.67,-3.17,91.29,105.87,109.57,-3.7,0.498,0.512,0.536,0.547,49.04,106.96,118.32,33.0,49.0
205,2013,26,Sacramento Kings,100.23,105.11,-4.88,93.56,106.33,111.66,-5.33,0.491,0.517,0.532,0.56,48.22,108.12,124.31,28.0,54.0
206,2013,27,San Antonio Spurs,103.02,96.62,6.4,94.26,108.2,101.59,6.61,0.531,0.48,0.568,0.516,49.26,122.56,107.35,58.0,24.0
207,2013,28,Toronto Raptors,97.21,98.68,-1.48,90.13,106.24,107.72,-1.48,0.488,0.5,0.532,0.544,49.08,107.82,110.74,34.0,48.0
208,2013,29,Utah Jazz,98.02,98.11,-0.09,90.66,107.03,106.91,0.12,0.49200000000000005,0.501,0.5329999999999999,0.5429999999999999,50.73,113.12,110.02,43.0,39.0
209,2013,30,Washington Wizards,93.22,95.76,-2.54,92.02,100.41,103.13,-2.72,0.47600000000000003,0.483,0.512,0.522,49.42,103.45,107.98,29.0,53.0
210,2012,1,Atlanta Hawks,96.59,93.15,3.44,89.71,105.51,101.64,3.88,0.5,0.48,0.535,0.517,49.34,109.99,103.56,40.0,26.0
211,2012,2,Boston Celtics,91.85,89.33,2.52,90.07,101.34,98.84,2.49,0.496,0.452,0.535,0.498,47.31,107.18,97.2,39.0,27.0
212,2012,3,Charlotte Bobcats,86.96,100.86,-13.91,90.61,95.67,110.97,-15.3,0.439,0.512,0.483,0.5489999999999999,46.39,91.27,120.73,7.0,59.0
213,2012,4,Chicago Bulls,96.35,88.17,8.18,88.65,108.0,98.44,9.56,0.49,0.45,0.523,0.486,53.86,114.24,94.53,50.0,16.0
214,2012,5,Cleveland Cavaliers,93.03,100.23,-7.2,91.04,101.39,109.02,-7.63,0.46299999999999997,0.508,0.505,0.544,49.69,97.5,117.49,21.0,45.0
215,2012,6,Dallas Mavericks,95.79,94.83,0.96,91.25,103.5,102.44,1.07,0.489,0.479,0.527,0.519,49.34,109.3,106.14,36.0,30.0
216,2012,7,Denver Nuggets,104.12,101.24,2.88,93.77,109.65,106.45,3.2,0.516,0.508,0.556,0.542,51.68,119.39,113.49,38.0,28.0
217,2012,8,Detroit Pistons,90.86,95.65,-4.79,89.04,101.25,106.66,-5.41,0.46799999999999997,0.5,0.51,0.5429999999999999,49.71,96.29,111.58,25.0,41.0
218,2012,9,Golden State Warriors,97.77,101.18,-3.41,92.41,105.3,108.83,-3.53,0.505,0.496,0.539,0.539,46.09,110.23,116.74,23.0,43.0
219,2012,10,Houston Rockets,98.09,97.86,0.23,91.79,105.37,105.23,0.14,0.49200000000000005,0.49,0.529,0.531,50.24,109.49,108.2,34.0,32.0
220,2012,11,Indiana Pacers,97.71,94.41,3.3,90.61,106.83,103.25,3.58,0.474,0.47600000000000003,0.526,0.518,50.91,108.85,102.44,42.0,24.0
221,2012,12,Los Angeles Clippers,97.55,94.99,2.56,88.84,108.93,106.44,2.5,0.502,0.49200000000000005,0.5329999999999999,0.537,51.09,109.12,102.76,40.0,26.0
222,2012,13,Los Angeles Lakers,97.3,95.88,1.42,90.47,106.04,104.39,1.66,0.491,0.47600000000000003,0.534,0.507,53.01,113.05,107.41,41.0,25.0
223,2012,14,Memphis Grizzlies,94.99,92.97,2.02,90.58,104.21,101.84,2.36,0.473,0.485,0.515,0.529,50.84,106.53,101.26,41.0,25.0
224,2012,15,Miami Heat,98.49,92.5,5.99,90.91,106.98,100.49,6.49,0.505,0.479,0.5489999999999999,0.517,51.14,112.21,97.41,46.0,20.0
225,2012,16,Milwaukee Bucks,99.02,98.74,0.27,93.67,105.54,105.35,0.19,0.48100000000000004,0.489,0.521,0.532,48.71,112.09,110.91,31.0,35.0
226,2012,17,Minnesota Timberwolves,97.94,100.14,-2.2,93.31,104.31,106.55,-2.24,0.47700000000000004,0.491,0.524,0.527,50.17,105.14,114.33,26.0,40.0
227,2012,18,New Jersey Nets,93.09,99.08,-5.99,90.02,103.09,109.73,-6.65,0.473,0.513,0.516,0.5489999999999999,48.63,99.23,115.96,22.0,44.0
228,2012,19,New Orleans Hornets,89.64,93.39,-3.76,88.25,100.94,105.39,-4.45,0.47600000000000003,0.485,0.517,0.528,50.69,101.44,105.64,21.0,45.0
229,2012,20,New York Knicks,97.85,94.65,3.2,92.84,104.74,101.54,3.19,0.49200000000000005,0.485,0.5329999999999999,0.526,49.94,106.62,101.79,36.0,30.0
230,2012,21,Oklahoma City Thunder,103.06,96.94,6.12,93.09,109.67,103.19,6.48,0.516,0.465,0.5670000000000001,0.508,51.42,117.99,103.44,47.0,19.0
231,2012,22,Orlando Magic,93.88,93.28,0.6,88.66,105.04,104.3,0.74,0.504,0.48700000000000004,0.532,0.525,50.53,101.4,105.23,36.0,29.0
232,2012,23,Philadelphia 76ers,93.54,89.03,4.51,89.25,104.31,98.75,5.55,0.478,0.45799999999999996,0.51,0.499,49.8,110.28,98.42,35.0,30.0
233,2012,24,Phoenix Suns,98.36,98.61,-0.24,92.23,106.65,106.58,0.07,0.499,0.491,0.536,0.53,48.99,111.3,111.56,33.0,33.0
234,2012,25,Portland Trailblazers,97.2,97.82,-0.62,91.04,105.93,106.64,-0.71,0.488,0.504,0.531,0.54,49.01,107.3,110.42,28.0,38.0
235,2012,26,Sacramento Kings,98.76,104.44,-5.68,94.52,103.99,110.15,-6.16,0.47200000000000003,0.515,0.51,0.551,48.79,105.49,122.83,22.0,44.0
236,2012,27,San Antonio Spurs,103.65,96.49,7.17,92.61,111.22,103.65,7.57,0.528,0.489,0.562,0.522,51.05,119.77,105.74,50.0,16.0
237,2012,28,Toronto Raptors,90.7,94.0,-3.3,89.04,101.06,104.78,-3.72,0.475,0.475,0.518,0.524,50.89,101.83,103.32,23.0,43.0
238,2012,29,Utah Jazz,99.65,99.03,0.62,91.37,106.87,106.31,0.56,0.48100000000000004,0.493,0.525,0.5379999999999999,51.78,114.36,109.27,36.0,30.0
239,2012,30,Washington Wizards,93.64,98.44,-4.8,92.52,101.05,106.67,-5.62,0.47200000000000003,0.49200000000000005,0.508,0.536,48.91,102.06,111.05,20.0,46.0
240,2011,1,Atlanta Hawks,95.0,95.82,-0.82,88.96,106.52,107.65,-1.12,0.501,0.495,0.542,0.537,49.2,106.88,108.84,44.0,38.0
241,2011,2,Boston Celtics,96.5,91.13,5.37,89.95,106.75,100.89,5.85,0.519,0.469,0.561,0.516,49.47,113.27,96.54,56.0,26.0
242,2011,3,Charlotte Bobcats,93.29,97.29,-4.0,89.23,103.9,108.52,-4.62,0.48200000000000004,0.5,0.528,0.544,50.32,103.95,111.21,34.0,48.0
243,2011,4,Chicago Bulls,98.62,91.31,7.32,89.74,109.06,100.63,8.43,0.501,0.46299999999999997,0.541,0.509,53.48,115.0,97.24,62.0,20.0
244,2011,5,Cleveland Cavaliers,95.45,104.46,-9.01,92.49,102.81,112.39,-9.57,0.47200000000000003,0.524,0.518,0.561,48.07,101.49,123.56,19.0,63.0
245,2011,6,Dallas Mavericks,100.24,96.01,4.23,90.92,110.11,105.34,4.78,0.525,0.488,0.565,0.528,50.44,116.67,105.39,57.0,25.0
246,2011,7,Denver Nuggets,107.45,102.7,4.76,94.9,113.08,108.05,5.03,0.526,0.5,0.574,0.542,50.4,120.2,115.02,50.0,32.0
247,2011,8,Detroit Pistons,96.96,100.56,-3.6,88.52,108.44,112.31,-3.87,0.495,0.526,0.5329999999999999,0.5670000000000001,48.7,106.0,116.73,30.0,52.0
248,2011,9,Golden State Warriors,103.38,105.71,-2.33,94.57,108.49,110.99,-2.5,0.51,0.509,0.544,0.557,47.51,115.05,122.15,36.0,46.0
249,2011,10,Houston Rockets,105.92,103.73,2.18,94.09,111.43,109.3,2.13,0.503,0.5,0.55,0.5429999999999999,50.03,119.94,116.15,43.0,39.0
250,2011,11,Indiana Pacers,99.79,100.87,-1.07,94.41,105.17,106.53,-1.36,0.486,0.48700000000000004,0.5329999999999999,0.531,50.15,109.37,111.82,37.0,45.0
251,2011,12,Los Angeles Clippers,98.65,101.78,-3.13,92.21,106.04,109.72,-3.67,0.496,0.499,0.535,0.546,50.97,107.95,114.12,32.0,50.0
252,2011,13,Los Angeles Lakers,101.48,95.37,6.11,90.42,111.38,104.53,6.85,0.502,0.47700000000000004,0.545,0.514,51.46,117.72,105.76,57.0,25.0
253,2011,14,Memphis Grizzlies,99.94,97.6,2.34,91.12,108.57,105.66,2.91,0.493,0.502,0.534,0.545,50.52,112.95,107.89,46.0,36.0
254,2011,15,Miami Heat,102.06,94.6,7.46,90.35,112.4,104.0,8.4,0.524,0.475,0.573,0.518,51.82,116.54,99.65,58.0,24.0
255,2011,16,Milwaukee Bucks,91.88,92.72,-0.84,89.43,101.96,102.84,-0.88,0.467,0.48100000000000004,0.511,0.528,49.1,100.28,103.27,35.0,47.0
256,2011,17,Minnesota Timberwolves,101.07,107.71,-6.63,96.21,104.53,111.45,-6.92,0.483,0.514,0.526,0.56,51.06,107.99,125.34,17.0,65.0
257,2011,18,New Jersey Nets,94.17,100.42,-6.24,89.7,103.28,110.58,-7.31,0.474,0.503,0.517,0.547,49.45,102.35,114.57,24.0,58.0
258,2011,19,New Orleans Hornets,94.93,94.04,0.89,88.32,106.67,105.86,0.81,0.493,0.501,0.537,0.5429999999999999,50.51,107.71,104.94,46.0,36.0
259,2011,20,New York Knicks,106.51,105.73,0.78,95.19,111.33,110.4,0.93,0.513,0.511,0.561,0.5539999999999999,47.89,118.16,116.98,42.0,40.0
260,2011,21,Oklahoma City Thunder,104.83,101.04,3.79,92.83,111.09,107.22,3.87,0.501,0.493,0.561,0.535,51.32,120.06,109.0,55.0,27.0
261,2011,22,Orlando Magic,99.21,93.74,5.46,90.31,109.02,102.8,6.22,0.521,0.475,0.555,0.518,52.12,109.31,100.52,52.0,30.0
262,2011,23,Philadelphia 76ers,99.01,97.51,1.5,91.47,106.89,105.09,1.8,0.494,0.48700000000000004,0.535,0.532,49.56,113.5,109.81,41.0,41.0
263,2011,24,Phoenix Suns,105.01,105.9,-0.89,94.03,109.86,110.62,-0.76,0.522,0.513,0.5589999999999999,0.551,47.6,116.45,120.52,40.0,42.0
264,2011,25,Portland Trailblazers,96.29,94.77,1.53,87.82,108.96,107.14,1.81,0.486,0.51,0.5329999999999999,0.552,49.79,107.94,103.87,48.0,34.0
265,2011,26,Sacramento Kings,99.4,104.74,-5.34,94.62,104.13,109.64,-5.51,0.48,0.513,0.519,0.555,51.58,106.94,117.78,24.0,58.0
266,2011,27,San Antonio Spurs,103.68,97.98,5.71,92.28,111.8,105.78,6.02,0.527,0.491,0.5670000000000001,0.528,50.4,118.87,107.88,61.0,21.0
267,2011,28,Toronto Raptors,99.07,105.35,-6.28,92.57,106.49,113.43,-6.94,0.491,0.522,0.5329999999999999,0.5670000000000001,49.53,108.63,120.59,22.0,60.0
268,2011,29,Utah Jazz,99.43,101.26,-1.83,90.74,108.48,110.47,-2.0,0.498,0.505,0.544,0.556,49.13,113.59,112.56,39.0,43.0
269,2011,30,Washington Wizards,97.28,104.68,-7.4,93.44,102.81,110.66,-7.85,0.47100000000000003,0.512,0.514,0.557,48.47,104.44,119.49,23.0,59.0
270,2010,1,Atlanta Hawks,101.68,97.02,4.66,89.65,112.42,107.54,4.88,0.506,0.496,0.546,0.535,50.2,116.21,107.52,53.0,29.0
271,2010,2,Boston Celtics,99.22,95.56,3.66,91.05,108.42,104.47,3.96,0.522,0.48700000000000004,0.564,0.534,49.06,114.59,102.28,50.0,32.0
